Unnamed: 0,College_Name,State,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,tier
432,Indira Gandhi National Forest Academy ,Uttarakhand,"1,84,500",--,8.7,9,9,8,9,9,8,T4
433,"Bipin Tripathi Kumaon Institute of Technology, Almora ",Uttarakhand,"71,150","82,250",6.4,6.8,6.2,6.6,7.3,4.6,6.8,T4
434,Govind Ballabh Pant Engineering College ,Uttarakhand,"69,015","80,015",6.4,7.1,6,6.1,7.3,5.1,7,T4
435,BFIT Group of Institutions ,Uttarakhand,"35,000",--,7.5,7.7,7.1,7.7,7.6,7.1,8,T4
436,Dev Bhoomi Institute of Technology ,Uttarakhand,"1,19,700","92,000",7.2,7.1,6.5,7.5,7.4,7.5,7.2,T4
437,Graphic Era Hill University Bhimtal Campus ,Uttarakhand,"2,75,600","1,30,600",8.1,8.2,7.6,7.9,8.8,7.8,8,T3
438,Indian Institute of Technology ,Assam,"2,19,350","2,01,800",8.6,8.6,8.2,8.1,9.1,8.4,8.9,T1
439,National Institute of Technology ,Assam,"1,47,640","35,240",8.1,8.1,7.6,7.7,8.3,8.2,8.7,T2
440,Indian Institute of Information Technology ,Assam,"2,25,000","2,00,000",7.6,8.6,7,7.9,7.9,7.5,6.5,T2
441,Central Institute of Technology ,Assam,"1,11,200","67,200",7,7.4,5.5,7.7,8.2,5.3,8,T2
442,Assam Don Bosco University ,Assam,"1,57,000","1,49,000",7.8,8.3,7.8,8.1,8.8,6.4,7.3,T3
443,Assam Engineering College ,Assam,"11,000",--,7.5,8,7.5,7.5,6.7,7,8.3,T3
444,Jorhat Engineering College ,Assam,"11,000",--,7.7,8.3,7.4,7.9,7.8,7.1,7.9,T3
445,Assam Science and Technology University ,Assam,"21,000",--,7.8,7.9,7.6,8,7.7,7.6,7.9,T3
446,Assam Down Town University ,Assam,"1,30,000",--,8.2,8.4,7.6,8.4,8.2,7.8,8.6,T3
447,"Girijananda Chowdhury Institute of Management & Technology, ",Assam,"1,44,000","90,000",7.3,8,6.2,8.3,6.7,6.4,8,T4
448,Assam Engineering Institute ,Assam,"2,130",--,8.6,--,--,--,--,--,--,T3
449,"Bineswar Brahma Engineering College- [BBEC], Kokrajhar ",Assam,"12,800",--,7.3,7.8,6.7,7.2,7,7.2,7.7,T4
450,Jorhat Institute of Science and Technology ,Assam,--,--,6.4,7.6,6.3,7.2,5.5,5.2,6.4,T4
451,NETES Institute of Technology and Science ,Assam,"90,000",--,6.8,7,7,7,6,7,7,T4
452,Don Bosco College of Engineering and Technology ,Assam,"1,57,000","1,14,000",8.5,9.3,7.7,9,9.3,7.3,8.3,T3
453,"Tezpur University, School of Engineering Tezpur, Sonitpur ",Assam,"47,186","38,186",8.1,8.7,7.7,8.3,8.7,6.7,8.3,T3
454,Barak Valley Engineering College ,Assam,--,--,6.2,7,5.3,6,7.8,4.6,6.6,T4
455,Assam Institute of Technology ,Assam,--,--,8.9,9,9,9,9,8.5,8.8,T3
456,Royal Global University ,Assam,"1,42,000","75,000",7.6,7.8,6.6,8,9,6.5,7.7,T3
457,Royal School of Engineering and Technology ,Assam,"1,42,000","75,000",6.2,5.8,7.3,5.8,7.5,4,6.8,T4
458,Scholar's Institute of Technology and Management ,Assam,"1,25,000",--,5.5,7,4.5,7.5,8,3,3,T4
459,"Dibrugarh University, Dibrugarh ",Assam,"1,10,130","62,380",7.8,7.9,7.7,8,8.4,6.5,8.2,T3
460,Tezpur University ,Assam,"58,186","42,186",8,8.2,8,7.9,8.8,6.7,8.5,T3
461,"B. Borooah College, Guwahati ",Assam,--,--,7.6,8.2,7.3,8.6,7.5,5.8,8.2,T3
462,Gauhati University ,Assam,"40,950","27,900",8.2,8.4,7.5,8.7,8.4,7.2,8.7,T3
463,"Pragjyotish College, Guwahati ",Assam,"24,000",--,6.5,7.3,5.8,7.6,7.3,4.3,6.9,T4
464,"Duliajan College, Dibrugarh ",Assam,--,--,8.7,8.7,9,9,8.7,8.7,8.3,T3
465,"Assam University, Silchar ",Assam,"59,375","44,375",7.5,7.8,6.5,8,7.6,6.6,8.4,T3
466,Kaziranga University ,Assam,"1,30,500","90,500",7.5,7.3,6.7,8.1,7.4,7.2,8.1,T3
467,Dibrugarh Polytechnic ,Assam,"7,600",--,2,--,--,1,--,1,4,T4
468,Indian Institute of Technology ,Bihar,"2,23,100","43,600",8,8.4,7.1,8.1,8.2,7.9,8.2,T1
469,National Institute of Technology ,Bihar,"1,65,700","1,09,200",7.7,7.9,6.9,7.9,7.3,8,8,T2
470,"Sandip University, Madhuban ",Bihar,"1,60,000","1,17,600",8.4,8.2,9,8.6,7.6,8.2,8.5,T3
471,Government Engineering College ,Bihar,"1,00,000",--,8.5,8.8,9,8.4,9,7.8,8.2,T3
472,"Amity University, Patna ",Bihar,"1,59,000",--,7.8,8.5,7.2,7.8,7.7,7.8,7.9,T3
473,Aryabhatta Knowledge University ,Bihar,"42,000","42,000",8,8.7,7.1,8.1,8.3,7.6,8.1,T3
474,Bhagalpur College of Engineering ,Bihar,"1,12,500",--,7.5,8.1,7.8,7.9,7.2,6,8,T3
475,Birla Institute of Technology ,Bihar,"2,95,000","2,31,000",7.2,7.3,8,6.5,7.4,6.7,7.2,T4
476,"Gaya College of Engineering, Gaya ",Bihar,"1,00,000",--,7.1,7.8,7.5,7.3,7,5.3,7.7,T4
477,Netaji Subhas Institute of Technology ,Bihar,"1,08,300","67,700",7,7.4,6.6,7.8,7.2,5.8,7.2,T4
478,Muzaffarpur Institute of Technology ,Bihar,"1,00,000",--,7.1,7.3,6.8,7.6,7.2,6.2,7.4,T4
479,Nalanda College of Engineering ,Bihar,"12,920","22,230",8.1,8.3,8.1,8.2,8.2,7.5,8,T3
480,Bakhtiyarpur College of Engineering ,Bihar,--,--,7.7,7.9,8.2,7.5,8.2,6.5,8,T3
481,Darbhanga College of Engineering ,Bihar,"29,130",--,6.7,7.1,7.5,7.9,6.3,4.6,6.7,T4
482,Motihari College of Engineering ,Bihar,--,--,6.7,7.5,7.4,8,6.2,4.7,6.1,T4
483,Central Institute of Plastics Engineering and Technology ,Bihar,"35,750","42,350",7.5,7.7,5.7,8.4,6.7,8.4,7.9,T2
484,Loknayak Jai Prakash Institute Of Technology ,Bihar,--,--,7.9,8.6,7.5,8.5,8.3,6.3,8.1,T3
485,Purnea College of Engineering ,Bihar,--,--,8.5,9,8.7,8,--,--,--,T3
486,Katihar Engineering College ,Bihar,--,--,7.5,8.2,6.3,8.7,7,7,7.7,T3
487,Saharsa College of Engineering ,Bihar,--,--,7.7,8.7,7.8,8.7,8,6,7.2,T3
488,Supaul College of Engineering ,Bihar,--,--,6.5,7,5,8,8,6,5,T4
489,Millia Institute of Technology ,Bihar,"81,050",--,6.9,8.2,6.3,7,7.2,5.5,7.2,T4
490,"Sityog Institute of Technology, Aurangabad ",Bihar,"1,11,000","95,600",7.3,8,7.6,7.5,7.4,6.2,7,T4
491,Vidya Vihar Institute of Technology ,Bihar,"75,000",--,7,7.5,6,7,7.8,6.8,6.8,T4
492,Shershah College of Engineering ,Bihar,"5,000",--,7.6,8.5,6.3,8.8,7.9,6.5,7.6,T3
493,"RP Sharma Institute of Technology, Patna ",Bihar,"85,000","65,000",6.8,7.9,6.6,7.7,7.3,5.1,6.1,T4
494,Sitamarhi Institute of Technology ,Bihar,--,--,5.6,6.7,4.4,7,6.5,4.7,4.3,T4
495,Government Engineering College ,Bihar,--,--,5.3,--,--,6,--,3,7,T4
496,Maulana Azad College of Engineering and Technology ,Bihar,"70,000",--,5.4,6.3,4,6.8,6.2,3.5,5.5,T4
497,Rashtrakavi Ramdhari Singh Dinkar College of Engineering ,Bihar,"2,630",--,6.5,7.6,5.3,7.1,7.4,4.7,6.9,T4
498,National Institute of Technology ,Chhattisgarh,"1,38,000","83,000",7.4,7.8,6.4,7.5,7,7.7,8.1,T2
499,Indian Institute of Technology ,Chhattisgarh,"2,35,300","2,33,000",7.7,8.1,6.6,7.8,7,7.6,8.8,T1
500,"Amity University, Raipur ",Chhattisgarh,"1,08,000","94,000",7.8,7.8,8.3,8,8,6.3,8.2,T3
501,International Institute of Information Technology ,Chhattisgarh,"1,80,150","1,50,150",8.2,8.1,8.6,7.6,8.7,7.6,8.6,T2
502,"ITM University, Raipur ",Chhattisgarh,"1,20,000","83,000",7.4,8,6.4,7,8.3,7.2,7.6,T4
503,Bhilai Institute of Technology ,Chhattisgarh,"77,750","72,400",7.3,7.7,6.7,7.6,7.7,6.4,7.5,T4
504,Bhilai Institute of Technology ,Chhattisgarh,"32,810","79,214",7.5,8.4,6.4,8.3,7.5,6.9,7.3,T3
505,"Govt Engineering College, Bilaspur ",Chhattisgarh,"12,725",--,6.9,7.8,6.5,7.7,6.9,5.5,6.9,T4
506,OP Jindal University ,Chhattisgarh,"1,31,000","1,39,000",8.9,9.1,8.3,9,9.5,8.4,9,T3
507,Lakhmi Chand Institute of Technology ,Chhattisgarh,"71,230",--,7.2,7.9,6.4,7.6,8.3,5.1,7.6,T4
508,"ICFAI University, Raipur ",Chhattisgarh,"1,00,000",--,8.6,8.6,8.4,8.8,8.8,8.6,8.4,T3
509,Raipur Institute of Technology ,Chhattisgarh,"2,73,000","1,21,000",8,8.6,7.4,7.5,8.5,8,7.7,T3
510,Shri Shankaracharya Institute of Professional Management and ,Chhattisgarh,"73,880","56,050",8,8.3,7.7,8.6,7.8,7.7,7.9,T3
511,Chhatrapati Shivaji Institute of Technology ,Chhattisgarh,"75,000","67,440",7.2,7.7,6,7.1,8.2,6.9,7.2,T4
512,Shri Rawatpura Sarkar University ,Chhattisgarh,"40,600","50,200",8.5,9,8,8.5,8.5,8.5,8.5,T3
513,Government Engineering College ,Chhattisgarh,"82,780",--,6,6.6,5.3,6.2,6.9,4.6,6.2,T4
514,Columbia Institute of Engineering and Technology ,Chhattisgarh,"59,940","35,312",8.1,8.7,7.3,8.3,8,8.7,7.7,T3
515,AAFT University of Media and Arts ,Chhattisgarh,--,--,--,--,--,--,--,--,--,T3
516,Chouksey Engineering College ,Chhattisgarh,"72,230","69,750",8,8.2,8.3,8.1,8,7,8.5,T3
517,Christian College of Engineering and Technology ,Chhattisgarh,"76,900","66,400",6.8,7.6,6.7,7.2,7.4,5.8,5.8,T4
518,Chhattisgarh Engineering College ,Chhattisgarh,"60,000","30,000",5.8,6.3,5,6.3,6,5,6,T4
519,Disha Institute of Management and Technology ,Chhattisgarh,--,--,8.1,8,8.8,7.9,9.7,6.3,8,T3
520,Rungta College of Engineering and Technology ,Chhattisgarh,"76,100","69,750",7.7,8.2,7.3,7.7,8.2,8.2,6.7,T3
521,"Kirodimal Institute of Technology, Raigarh ",Chhattisgarh,"31,500",--,7,8,6,7,7,7,7,T4
522,Krishna Engineering College ,Chhattisgarh,"75,200",--,7.4,9,5.5,8.7,8,6.6,6.4,T4
523,RSR Rungta College of Engineering and Technology ,Chhattisgarh,"75,100","60,000",7.5,7.7,7.5,7.2,7.5,7.3,7.6,T3
524,Shri Shankaracharya Group of Institutions ,Chhattisgarh,"2,83,000","36,525",7.6,7.7,7.2,7.5,7.9,7,8.1,T3
525,Indian Institute of Technology ,Jharkhand,"2,27,500","59,400",8.3,8.6,7.8,7.8,8.5,8.3,8.6,T1
526,Birla Institute of Technology ,Jharkhand,"2,85,000","2,44,000",8.1,8.3,7.6,7.9,8.3,8.1,8.4,T3
527,National Institute of Technology ,Jharkhand,"1,88,000","1,03,000",7.8,7.4,8.2,7.2,6.9,8.6,8.5,T2
528,Birsa Institute of Technology ,Jharkhand,"20,362","21,562",7.7,8,7.7,7.7,7.6,7.2,7.7,T3
529,"RKDF University, Ranchi ",Jharkhand,"1,10,000","1,07,500",--,--,--,--,--,--,--,T3
530,YBN University ,Jharkhand,"69,600","84,500",8.2,8.5,7.5,8.5,8,8.3,8.4,T3
531,Indian Institute of Information Technology ,Jharkhand,"1,30,000","90,000",7.9,8.1,8.2,7.8,7.6,7.5,8.3,T2
532,"Sai Nath University, Ranchi ",Jharkhand,"53,000",--,6.8,7.4,6.7,6.8,6.9,6.9,6.3,T4
533,National Institute of Foundry & Forge Technology ,Jharkhand,"47,450","49,450",8.4,8.1,7.9,8.5,8.4,8.8,8.4,T3
534,"Arka Jain University, Jamshedpur ",Jharkhand,"93,000","53,000",8.1,8.1,7.7,8.1,8,7.5,9,T3
535,"Amity University, Ranchi ",Jharkhand,"1,35,000",--,7.8,8.2,7.5,8.5,7.2,7,8.2,T3
536,Jharkhand Rai University ,Jharkhand,"85,000","95,000",7.7,8,7.5,8.8,7.3,6.9,7.8,T3
537,Netaji Subhas University ,Jharkhand,"50,000","50,000",9,9.5,9.4,8.7,9.2,8.5,8.7,T3
538,Radha Govind University ,Jharkhand,"60,000","40,000",8.6,8.9,8,8.7,8.9,8.4,8.5,T3
539,Cambridge Institute of Technology ,Jharkhand,"71,250","1,07,000",5.5,5.8,5.6,6.3,5.1,4.8,5.4,T4
540,Sarala Birla University ,Jharkhand,"1,31,200","62,200",8.5,8.6,8.3,8.4,8.8,8.4,8.2,T3
541,Birla Institute of Technology Extension Centre ,Jharkhand,"2,85,000",--,7.8,7.8,7.5,8.1,7.1,8,8.1,T3
542,"Chaibasa Engineering College, Techno India Group, Chaibasa ",Jharkhand,--,--,7.2,7.7,6.9,7.3,7.7,6.4,7,T4
543,Ramgarh Engineering College ,Jharkhand,--,--,6.7,7.1,6.2,7.6,6.8,4.6,7.7,T4
544,Capital University ,Jharkhand,"1,10,000",--,8.2,8.3,8.1,8,8.3,8.1,8.1,T3
545,RTC Institute of Technology ,Jharkhand,"78,800","62,400",7.7,8.3,7.4,8.7,8.3,7.4,6,T3
546,"University College of Engineering and Technology, Vinoba ",Jharkhand,"65,100",--,7,7.5,6.9,7.5,7.3,6.1,6.9,T4
547,RVS College of Engineering and Technology ,Jharkhand,"89,400","81,000",7.7,8.1,6.5,8.1,8.3,7.5,7.8,T3
548,"KK College of Engineering and Management, Dhanbad ",Jharkhand,"89,570","61,990",6.5,7,6.3,7.2,7.9,4.7,5.9,T4
549,"Ramgovind Institute of Technology, Kodarma ",Jharkhand,"34,000",--,4.9,6.5,6.5,6,4,2.5,4,T4
550,Nilai Institute of Technology ,Jharkhand,"75,000","35,000",--,--,--,--,--,--,--,T3
551,"Maryland Institute of Technology And Management, Jamshedpur ",Jharkhand,"62,000",--,6.8,7.5,7.5,7,5.5,6.3,7,T4
552,Ramchandra Chandarvansi Institute of Technology ,Jharkhand,"63,200",--,7.7,8,8,8,7,7,8,T3
553,Vidya Memorial Institute of Technology ,Jharkhand,"53,400",--,7.5,8.7,6.5,7.5,8,8,6.5,T3
554,Indian Institute of Technology ,Himachal pradesh,"2,14,000","2,16,700",7.8,7.8,8,7.7,7.5,7.5,8.1,T1
555,National Institute of Technology ,Himachal pradesh,"1,46,100","34,050",8.2,7.9,8.1,7.7,9,7.8,8.5,T2
556,Jaypee University of Information Technology ,Himachal pradesh,"2,19,500","1,00,000",7.9,8,8.4,7,8.7,7.9,7.6,T3
557,Indian Institute of Information Technology ,Himachal pradesh,"2,01,400",--,7.6,7.8,8.2,7.3,7.6,7.5,7.3,T2
558,Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,"1,35,636","1,35,125",7.1,6.7,6.9,7.2,7.3,7,7.7,T4
559,Maharishi Markandeshwar ,Himachal pradesh,"1,48,500","1,13,500",8.6,9,8.2,8.9,8.2,8.4,8.9,T3
560,"Arni University, Kangra ",Himachal pradesh,"1,05,000","85,000",8,8.2,7.4,8.1,8.4,7.7,8.4,T3
561,Bahra University ,Himachal pradesh,"1,20,150","80,000",7.6,7.8,7.5,8,7.7,7,7.6,T3
562,Eternal University ,Himachal pradesh,"1,18,000","73,000",7.5,7.4,7.1,7.8,8.2,7.1,7.4,T3
563,Abhilashi University ,Himachal pradesh,"90,000",--,8.4,8.9,8.3,8.4,8.6,8.1,8.1,T3
564,IEC University Baddi ,Himachal pradesh,"1,18,600","88,600",7.6,7.5,7.5,7.4,7.7,8,7.5,T3
565,"University Institute of Information Technology, Himachal Pradesh ",Himachal pradesh,"1,22,010",--,7.1,7.9,5.3,7,7.2,7.5,7.9,T4
566,Career Point University ,Himachal pradesh,"1,05,000","83,000",7.5,7.5,7.4,7,7.6,6.6,8.6,T3
567,Sri Sai University ,Himachal pradesh,"90,000","60,000",7.4,7.3,6.3,8.2,7.7,6.8,8,T4
568,"Green Hills Engineering College, Solan ",Himachal pradesh,"80,700","94,700",6,6.7,4.8,6.3,7.2,4.4,6.6,T4
569,"Rajiv Gandhi govt. Engineering college -[RGGEC], Kangra ",Himachal pradesh,"61,070",--,7.5,7.8,7.4,7.6,8.4,5.6,7.9,T3
570,Indus International University ,Himachal pradesh,"1,20,000","1,20,000",6.8,8,7,7,6,7,6,T4
571,Jawaharlal Nehru Government Engineering College ,Himachal pradesh,"55,000",--,6.6,7.4,5.4,7.5,6.5,5.5,7.5,T4
572,Maharaja Agrasen University ,Himachal pradesh,"1,19,000","1,15,000",7.5,7.7,7.5,7.6,8.7,7,6.2,T3
573,"ICFAI University, Baddi ",Himachal pradesh,"95,000",--,8,9,7,8,8,8,8,T3
574,Himachal Institute of Engineering and Technology ,Himachal pradesh,"73,000","46,000",7.5,8.7,6.2,7.8,7.4,6.6,8,T3
575,"LR Institute of Engineering and Technology, Solan ",Himachal pradesh,"2,96,000",--,6.4,6.5,6.5,6.5,7.5,5,6.5,T4
576,"Himalayan Group of Professional Institutions, Sirmaur ",Himachal pradesh,"84,200","90,200",8.2,8.4,7.6,8.4,8.4,8.2,8,T3
577,Manav Bharti University ,Himachal pradesh,"90,000",--,6.2,5.3,4.7,6.7,7,6.3,7,T4
578,"Chitkara University, Solan ",Himachal pradesh,"1,60,000","1,20,000",8.2,8.2,7.5,8.2,8.4,8.8,8.3,T3
579,"Bells Institute of Management & Technology, Shimla ",Himachal pradesh,"74,700","96,200",6.8,8,8,6,8,4,7,T4
580,"Shiva Group of Institutions, Bilaspur ",Himachal pradesh,"72,200","41,600",5,5.5,4,6,4,3.5,7,T4
581,Mahatma Gandhi Government Engineering College ,Himachal pradesh,"1,20,000",--,5.8,6.7,5.7,6.7,5.7,4,6,T4
582,Shri Mata Vaishno Devi University ,Jammu,"1,69,750","1,03,750",7.6,7.5,7.9,7,8.3,6.7,8.3,T3
583,National Institute of Technology ,Jammu,"5,30,000","1,60,000",6.8,7.1,6.3,7.1,6.8,6.6,6.9,T2
584,Indian Institute of Technology ,Jammu,"1,00,266","70,500",8.3,8.9,8.8,8,7.8,7.6,8.6,T1
585,Government College of Engineering and Technology ,Jammu,"35,830","61,200",5.7,6.5,5.3,6.3,6.2,4.6,5.1,T4
586,Islamic University of Science and Technology ,Jammu,"66,200","2,840",7.4,8.4,6.9,8.2,8,5.5,7.2,T4
587,SSM College of Engineering and Technology ,Jammu,--,--,6.9,7.4,6.7,7.3,7.6,4.9,7.4,T4
588,"Yogananda College of Engineering & Technology -[YCET], ",Jammu,"1,80,000",--,5.7,6.6,5.2,6.3,6.1,4,6,T4
589,"MBS College of Engineering and Technology, Jammu ",Jammu,"49,000",--,5.7,7.3,5,6.5,7,3.8,4.4,T4
590,Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,"60,000","30,600",7.4,8.4,7.4,7.7,8,5.9,7.2,T4
591,"Government Degree College for Boys, Udhampur ",Jammu,--,--,6.6,6.7,5.7,7,6.7,5.3,8,T4
592,Baba Ghulam Shah Badshah University ,Jammu,"2,49,300","67,500",7.2,7.9,7.6,7.4,7.1,5.9,7.1,T4
593,"Central University of Jammu, Jammu ",Jammu,"11,715",--,8.2,8.4,7.8,8.5,8.6,7.3,8.5,T3
594,Central University of Kashmir ,Jammu,"55,900",--,7.8,8.2,7.8,8.4,7.2,7.4,7.6,T3
595,University of Kashmir ,Jammu,--,--,6.7,7,6.9,7.1,7.2,5.1,6.8,T4
596,"Govt. Gandhi Memorial Science College, Jammu ",Jammu,--,--,6.7,7.3,6.1,7.9,6.8,4.2,7.6,T4
597,Kashmir Government Polytechnic ,Jammu,"2,130","2,130",7.5,9.5,6.5,8.5,8.5,7,5,T4
598,Cluster University of Srinagar ,Jammu,--,--,8.2,8.7,8.3,8.1,8.3,7.2,8.5,T3
599,Bhargava College of Engineering & Technology ,Jammu,--,--,--,--,--,--,--,--,--,T3
600,"Government Polytechnic College -[GPC], Anantnag ",Jammu,"2,130",--,--,--,--,--,--,--,--,T4
601,"Masterpro Institute of Technology, Srinagar ",Jammu,--,--,--,--,--,--,--,--,--,T3
602,"Kite Polytechnic College, Budgam ",Jammu,--,--,--,--,--,--,--,--,--,T4
603,"Government Polytechnic Kargil, Kargil ",Jammu,"2,130",--,--,--,--,--,--,--,--,T4
604,"Government Polytechnic College, Baramulla ",Jammu,"2,130","2,130",--,--,--,--,--,--,--,T4
605,Government Polytechnic College ,Jammu,"2,130","2,130",--,--,--,--,--,--,--,T4
606,"Government Polytechnic For Women-[GPW], Jammu ",Jammu,"2,130",--,--,--,--,--,--,--,--,T4
607,"Government Polytechnic College, Bandipora ",Jammu,"2,330",--,--,--,--,--,--,--,--,T4
608,"Government Polytechnic, Kulgam ",Jammu,"4,500",--,--,--,--,--,--,--,--,T4
609,"Government Polytechnic College, Budgam ",Jammu,"2,130",--,--,--,--,--,--,--,--,T4
610,"Government Polytechnic College, Sopore ",Jammu,"2,130",--,--,--,--,--,--,--,--,T4
611,Panjab University ,Chandigarh,"96,300","27,500",7.7,8.2,7.7,8,7.7,6.5,8.2,T3
612,Punjab Engineering College University of Technology ,Chandigarh,"96,750","93,500",8,7.9,7.3,7.6,7.7,8.4,9,T3
613,"University Institute of Engineering, Chandigarh University ",Chandigarh,"1,60,000","80,000",8.4,8.6,7.9,8.1,8.7,8.7,8.3,T3
614,National Institute of Technical Teachers Training and ,Chandigarh,"44,696","24,500",7.7,7.7,6.7,8.6,7.7,7.7,8,T2
615,"University Institute of Engineering and Technology -[UIET], ",Chandigarh,"82,197","16,160",7.4,7.5,7.5,7.4,7,7,8.2,T4
616,Chandigarh College of Engineering and Technology ,Chandigarh,"64,240",--,6.9,7.2,6.4,7.1,6.9,6.5,7.3,T4
617,Apex Institute of Technology ,Chandigarh,"2,10,000",--,--,--,--,--,--,--,--,T3
618,"IITT Institutions, Chandigarh ",Chandigarh,"80,750","78,150",--,--,--,--,--,--,--,T3
619,Dr. S. S. Bhatnagar University Institute of ,Chandigarh,"3,94,000","30,355",7.1,7,7.9,6.9,5.7,7.1,8,T4
620,Swami Vivekanand Institute of Engineering & Technology ,Chandigarh,"88,960","70,000",7.6,8.3,6.9,7.4,8.1,7.4,7.2,T3
621,"Gurukul Vidyapeeth, Chandigarh ",Chandigarh,--,--,3.5,5,3,4,3,2,4,T4
622,"Morph Academy, Chandigarh ",Chandigarh,"1,70,000",--,8.3,9,6,9,8.5,8.5,9,T4
623,Indo Swiss Training Centre ,Chandigarh,"51,000","51,000",8.6,8.3,8.5,9.2,8.8,8.5,8,T4
624,"Artex Informatic Solutions, Chandigarh ",Chandigarh,--,--,--,--,--,--,--,--,--,T4
625,Swami Vivekanand Polytechnic College ,Chandigarh,"32,840",--,--,--,--,--,--,--,--,T4
626,"PG Government College for Girls, Chandigarh ",Chandigarh,"55,260",--,8.1,7.7,7.4,8.9,8.3,8.2,8,T4
627,Government Industrial Training Institute ,Chandigarh,--,--,--,--,--,--,--,--,--,T4
628,Government Polytechnic for Women ,Chandigarh,"7,225","7,225",--,--,--,--,--,--,--,T4
629,"Longowal Polytechnic College, Chandigarh ",Chandigarh,--,--,--,--,--,--,--,--,--,T4
630,"Universal Polytechnic College, Chandigarh ",Chandigarh,--,--,--,--,--,--,--,--,--,T4
631,Swami Vivekanand Industrial Training Centre ,Chandigarh,"15,960",--,--,--,--,--,--,--,--,T4
632,Swami Vivekanand Group Of Institutes ,Chandigarh,"88,960","75,000",8.5,9,7.8,--,9,8.1,--,T3
633,National Institute of Technology ,Goa,"1,44,400","89,400",7.3,8.3,6,8.4,5.6,7.9,7.6,T2
634,Indian Institute of Technology ,Goa,"2,29,900","32,019",8,8.4,7.9,8.5,7.9,7,8.4,T1
635,Birla Institute of Technology and Science ,Goa,"3,99,475","3,99,475",8.5,8.4,8.3,7.8,8.7,8.7,8.9,T2
636,Goa College of Engineering ,Goa,"59,500","57,375",7.5,7.6,6.7,7.3,8,6.7,8.6,T3
637,"Padre Conceicao College of Engineering, Salcete ",Goa,"1,30,000","83,500",6.6,7.4,4.2,7.6,6.7,6.8,6.9,T4
638,National Centre for Antarctic and Ocean Research ,Goa,--,--,9.2,9,9,--,--,--,--,T3
639,"Shree Rayeshwar Institute of Engineering and Information Technology, North Goa ",Goa,"1,02,300",--,6.6,6.6,5.9,6.8,6.2,7.2,6.8,T4
640,National Institute of Oceanography ,Goa,"14,000","14,000",8.8,9.5,8.8,8.9,9.3,8.3,8.2,T3
641,"Goa University, North Goa ",Goa,"17,290",--,7.9,8.6,7.4,7.8,7.7,8,7.6,T3
642,International Institute of Hotel Management ,Goa,--,--,8.7,8.5,8.5,8.9,8.5,9.1,8.6,T3
643,"Government Polytechnic, Bicholim ",Goa,--,--,--,--,--,--,--,--,--,T4
644,"Agnel Polytechnic, South Goa ",Goa,"37,200","37,200",--,--,--,--,--,--,--,T4
645,"Government Polytechnic, Curchorem ",Goa,"16,000",--,--,--,--,--,--,--,--,T4
646,Government Polytechnic ,Goa,"42,300","42,300",--,--,--,--,--,--,--,T4
647,North Eastern Regional Institute of Science and Technology ,Arunachal pradesh,"20,470","29,640",6.9,7.8,6.7,7.2,6.5,5.1,8.3,T2
648,National Institute of Technology ,Arunachal pradesh,"1,45,600","92,172",7.3,7.4,7.1,7.7,6.5,7.4,7.8,T2
649,"Arunodaya University, Itanagar ",Arunachal pradesh,--,--,8.4,9,8.5,8.2,9,7.5,7.9,T3
650,Himalayan University ,Arunachal pradesh,"81,000",--,8.6,8.6,8,8.9,9.1,8.1,9,T3
651,Apex Professional University ,Arunachal pradesh,"70,000","87,000",7.4,7.5,7.5,7.5,7.5,7.5,7,T4
652,Rajiv Gandhi University ,Arunachal pradesh,"19,850","16,800",7,7.4,6.6,7.7,7.6,5.4,7.2,T4
653,Arunachal University of Studies ,Arunachal pradesh,"25,000","32,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4,T3
654,North East Frontier Technical University ,Arunachal pradesh,--,--,8.3,9,7.6,8.5,8.2,8.7,8,T3
655,Venkateshwara Open University ,Arunachal pradesh,"10,000",--,7.9,8.3,7.3,8.5,7.5,7.8,8.2,T3
656,"Tomi Polytechnic College, Basar ",Arunachal pradesh,"45,000",--,--,--,--,--,--,--,--,T4
657,"Government Polytechnic Laying, Itanagar ",Arunachal pradesh,--,--,--,--,--,--,--,--,--,T4
658,"Government Polytechnic Roing, Roing ",Arunachal pradesh,"15,050",--,--,--,--,--,--,--,--,T4
659,Government Polytechnic ,Arunachal pradesh,"15,350",--,--,--,--,--,--,--,--,T4
660,Rajiv Gandhi Government Polytechnic ,Arunachal pradesh,"15,350",--,--,--,--,--,--,--,--,T4
661,"The Global University, Itanagar ",Arunachal pradesh,"90,000","1,00,000",--,--,--,--,--,--,--,T3
662,National Institute of Technology ,Meghalaya,"2,53,700","43,000",7.3,8.1,7,7.9,6.1,7.1,7.5,T2
663,"CMJ University, Ri-Bhoi ",Meghalaya,"3,75,000","2,35,000",8.3,8.8,7.8,8.5,7.8,8.2,8.6,T3
664,North-Eastern Hill University ,Meghalaya,"5,060","5,010",7.9,7.9,7.8,8.2,8.4,6.6,8.2,T3
665,William Carey University ,Meghalaya,"1,06,000","1,06,000",8.5,9.2,8.4,8.4,8.2,8.1,8.6,T3
